0 -0.16 0.05
1 0.26 0.47
2 -0.76 1.07
3 -0.04 1.08
4 -0.68 1.47
5 -1.19 1.3
6 0.84 -0.06
7 -0.02 1.62
8 0.23 0.8
9 -1.28 0.93
10 0.57 0.25
11 -1.04 1.63
12 -1.24 0.25
13 -0.21 1.33
14 -0.51 0.44
15 0.25 -0.2
16 -0.92 0.67
17 -0.69 0.17
18 -0.56 1.85
19 -0.36 0.77
20 0.47 0.65
21 0.98 0.17
22 -0.04 0.35
23 -1.44 0.54
